ride_date,num_rides,avg_duration_min,day,day_of_week,month,obs_date,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in
2015-07-18,28870,18.41591790786284,18,Saturday,7,2015-07-18,76.3,86.0,68.0,9.5,0.0
2015-05-19,33895,14.039197030043766,19,Tuesday,5,2015-05-19,61.6,82.0,55.0,6.2,0.01
2015-08-23,33071,18.21814328767399,23,Sunday,8,2015-08-23,75.8,84.0,70.0,5.9,0.0
2015-06-22,37677,15.116288009484126,22,Monday,6,2015-06-22,79.6,90.0,69.1,10.1,0.29
2015-03-17,14857,11.778551075811624,17,Tuesday,3,2015-03-17,47.9,54.0,36.0,10.6,0.0
2015-05-30,31147,18.942095546922655,30,Saturday,5,2015-05-30,73.1,82.9,64.0,9.8,0.0
2015-11-19,21890,14.644936805238313,19,Thursday,11,2015-11-19,59.7,64.0,45.0,11.7,0.0
2015-01-13,12797,10.308126904743302,13,Tuesday,1,2015-01-13,30.2,39.0,19.0,12.1,0.39
2015-02-07,6790,11.441013745704463,7,Saturday,2,2015-02-07,29.0,36.0,12.0,7.1,0.0
2015-01-22,15864,10.675724911749873,22,Thursday,1,2015-01-22,34.0,39.0,25.0,5.3,0.0
2015-05-05,33012,16.947328244274818,5,Tuesday,5,2015-05-05,72.7,82.0,54.0,7.5,0.0
2015-01-31,5188,10.446366615266005,31,Saturday,1,2015-01-31,20.4,37.0,12.9,21.5,0.01
2015-01-16,13843,10.42284668544872,16,Friday,1,2015-01-16,34.0,42.1,25.0,13.0,0.0
2015-10-15,48783,17.14110004168119,15,Thursday,10,2015-10-15,58.5,68.0,52.0,9.1,0.0
2015-07-19,28531,19.219338614139,19,Sunday,7,2015-07-19,84.3,93.9,72.0,5.9,0.18
2015-10-04,30214,20.876187639284215,4,Sunday,10,2015-10-04,57.1,63.0,48.9,18.2,0.02
2015-04-15,27594,16.236471696745664,15,Wednesday,4,2015-04-15,59.1,70.0,51.1,7.4,0.0
2015-09-18,50285,17.841787478041827,18,Friday,9,2015-09-18,76.9,87.1,70.0,5.0,0.0
2015-04-18,28174,22.166673173848228,18,Saturday,4,2015-04-18,66.0,79.0,54.0,5.7,0.0
2015-06-04,32772,13.391322368688718,4,Thursday,6,2015-06-04,58.1,69.1,53.1,9.4,0.0
2015-06-25,39673,14.255832262075808,25,Thursday,6,2015-06-25,76.8,84.9,69.1,6.0,0.0
2015-10-11,38967,25.43378927468542,11,Sunday,10,2015-10-11,59.7,70.0,52.0,6.2,0.0
2015-03-23,13538,10.822777859851282,23,Monday,3,2015-03-23,30.5,44.1,24.1,12.3,0.0
2015-04-30,29252,15.552346278317152,30,Thursday,4,2015-04-30,52.4,75.9,46.9,13.1,0.0
2015-12-28,18889,14.818268127834545,28,Monday,12,2015-12-28,44.8,62.1,39.0,11.7,0.02
2015-08-08,38723,21.16163692551369,8,Saturday,8,2015-08-08,74.7,82.0,69.1,6.0,0.0
2015-02-12,11269,10.797302333836184,12,Thursday,2,2015-02-12,32.3,39.9,21.9,6.9,0.0
2015-10-28,20736,14.432488586676955,28,Wednesday,10,2015-10-28,56.9,70.0,46.0,12.7,0.0
2015-05-17,30969,19.89008255567395,17,Sunday,5,2015-05-17,70.4,82.9,57.0,3.2,0.28
2015-04-25,21082,18.3834479650887,25,Saturday,4,2015-04-25,46.1,60.1,39.0,11.8,0.0
2015-01-08,8779,9.931015301666855,8,Thursday,1,2015-01-08,13.2,25.0,8.1,14.6,0.0
2015-09-08,42766,15.736452243994448,8,Tuesday,9,2015-09-08,83.3,95.0,71.1,7.8,0.0
2015-02-19,7799,9.925582339616192,19,Thursday,2,2015-02-19,22.0,30.9,15.1,14.9,0.0
2015-08-10,39870,20.883078755956863,10,Monday,8,2015-08-10,74.5,84.0,70.0,8.5,0.0
2015-10-07,50141,16.42213956642269,7,Wednesday,10,2015-10-07,64.6,73.0,55.0,5.5,0.0
2015-10-16,46484,17.561983334767515,16,Friday,10,2015-10-16,59.0,64.0,52.0,10.0,0.0
2015-08-29,34381,21.11088197938784,29,Saturday,8,2015-08-29,76.8,84.9,66.0,5.3,0.0
2015-12-19,17778,14.954873064086703,19,Saturday,12,2015-12-19,39.2,57.0,36.0,15.5,0.01
2015-08-03,38888,14.867800692587256,3,Monday,8,2015-08-03,82.5,91.9,73.0,9.1,0.0
2015-02-01,6441,10.635820007245254,1,Sunday,2,2015-02-01,27.5,36.0,12.9,8.8,0.0
2015-11-08,32317,19.78849264061227,8,Sunday,11,2015-11-08,53.5,72.0,48.0,9.9,0.0
2015-11-21,28038,16.86766887795135,21,Saturday,11,2015-11-21,47.2,64.0,43.0,8.7,0.0
2015-11-28,15830,17.995388502842697,28,Saturday,11,2015-11-28,57.2,64.9,46.9,6.8,0.0
2015-07-09,31978,15.26879052265099,9,Thursday,7,2015-07-09,73.8,89.1,68.0,6.4,0.09
2015-02-27,9864,10.997024533657738,27,Friday,2,2015-02-27,23.7,32.0,19.0,7.3,0.0
2015-07-11,31719,18.81751263701041,11,Saturday,7,2015-07-11,78.6,86.0,72.0,3.8,0.0
2015-11-23,30136,13.275741084859742,23,Monday,11,2015-11-23,41.8,55.9,36.0,13.2,0.0
2015-05-18,31559,16.207773271227435,18,Monday,5,2015-05-18,63.6,75.9,55.4,7.5,0.02
2015-10-02,9444,18.695468022024563,2,Friday,10,2015-10-02,53.9,57.9,50.0,16.3,0.13
2015-12-15,38661,13.750234517127508,15,Tuesday,12,2015-12-15,60.7,64.4,55.0,12.4,0.39
2015-08-04,40783,14.24581688448618,4,Tuesday,8,2015-08-04,83.1,91.0,69.8,9.7,0.3
2015-10-05,44581,18.53719446999095,5,Monday,10,2015-10-05,57.2,64.9,51.8,11.5,0.0
2015-11-20,38205,16.313732059503554,20,Friday,11,2015-11-20,58.9,64.4,53.1,12.5,1.16
2013-11-15,29051,12.719770403772676,15,Friday,11,2013-11-15,49.1,57.0,34.0,6.2,0.0
2013-12-19,18766,11.242665814060892,19,Thursday,12,2013-12-19,36.6,45.0,24.1,9.6,0.0
2013-10-15,37534,13.481594465462427,15,Tuesday,10,2013-10-15,60.4,70.0,53.1,4.7,0.0
2013-09-25,38223,13.994420898411956,25,Wednesday,9,2013-09-25,64.1,73.0,50.0,5.4,0.0
2013-09-17,38283,13.883002028750791,17,Tuesday,9,2013-09-17,58.2,72.0,48.9,10.1,0.02
2013-12-12,17214,11.461365748809111,12,Thursday,12,2013-12-12,27.6,34.0,23.0,12.5,0.0
2013-09-30,37148,13.72839722192312,30,Monday,9,2013-09-30,63.9,73.0,57.9,4.1,0.0
2013-07-25,31084,14.937073199502423,25,Thursday,7,2013-07-25,68.0,82.9,64.0,11.7,0.0
2013-10-29,33414,12.575373097105,29,Tuesday,10,2013-10-29,50.5,61.0,44.1,8.0,0.0
2013-07-20,25278,17.94782155761268,20,Saturday,7,2013-07-20,89.2,100.0,82.9,11.3,0.0
2013-11-24,9392,11.097677101078927,24,Sunday,11,2013-11-24,29.4,55.0,24.1,22.2,0.02
2013-07-03,21864,16.238808086351995,3,Wednesday,7,2013-07-03,78.5,84.9,73.9,8.8,0.06
2013-09-29,32592,16.523521109474714,29,Sunday,9,2013-09-29,64.6,73.0,57.9,4.9,0.0
2013-11-02,31013,16.58799052010447,2,Saturday,11,2013-11-02,61.5,70.0,55.0,5.7,0.05
2013-11-23,18996,14.306489962799189,23,Saturday,11,2013-11-23,47.4,57.0,39.9,12.8,0.07
2013-12-23,6956,11.885990511788382,23,Monday,12,2013-12-23,58.5,69.1,50.0,6.2,0.09
2013-07-08,21615,21.492164392011723,8,Monday,7,2013-07-08,83.7,98.1,75.0,8.9,0.0
2013-08-24,32941,18.07967173633669,24,Saturday,8,2013-08-24,71.5,81.0,64.0,8.9,0.0
2013-09-14,31607,16.690705118064564,14,Saturday,9,2013-09-14,61.6,77.0,55.9,10.8,0.03
2013-11-03,20798,13.26386030708081,3,Sunday,11,2013-11-03,50.9,68.0,42.1,11.2,0.01
2013-12-24,11025,12.736034769463345,24,Tuesday,12,2013-12-24,39.2,62.1,34.0,10.7,0.44
2013-07-29,34915,15.691451620602413,29,Monday,7,2013-07-29,77.3,89.1,71.1,5.7,0.13
2013-07-11,24417,16.828634421373085,11,Thursday,7,2013-07-11,82.3,91.0,75.0,7.6,0.02
2013-09-09,35394,15.2624799871918,9,Monday,9,2013-09-09,65.9,80.1,57.9,7.7,0.0
2013-12-05,26988,12.383790326564894,5,Thursday,12,2013-12-05,48.6,57.9,39.0,5.3,0.01
2013-12-07,15545,12.230484614559876,7,Saturday,12,2013-12-07,38.2,43.0,35.6,10.7,0.81
2013-07-10,25732,15.531954375874395,10,Wednesday,7,2013-07-10,82.0,91.0,75.0,8.7,0.08
2013-10-20,29256,15.908528165162696,20,Sunday,10,2013-10-20,58.4,64.0,51.1,10.4,0.0
2013-08-09,29017,15.138192553790306,9,Friday,8,2013-08-09,78.2,89.1,71.1,9.2,0.08
2013-08-01,20138,13.377141887641937,1,Thursday,8,2013-08-01,73.5,82.0,69.1,7.6,0.0
2013-12-30,13241,12.348442967550293,30,Monday,12,2013-12-30,40.5,48.0,28.9,11.3,1.2
2013-10-03,40456,13.724642409860914,3,Thursday,10,2013-10-03,72.6,84.0,64.9,4.3,0.0
2013-10-22,36338,12.581991762525917,22,Tuesday,10,2013-10-22,59.6,68.0,52.0,7.6,0.0
2013-08-14,38150,15.555132372214944,14,Wednesday,8,2013-08-14,69.5,78.1,62.1,12.4,0.73
2013-10-07,25016,12.651673595565509,7,Monday,10,2013-10-07,70.7,77.0,64.0,11.8,0.33
2013-10-21,35012,13.790265718420352,21,Monday,10,2013-10-21,59.3,66.9,51.1,7.3,0.0
2013-09-15,31914,17.268670489440368,15,Sunday,9,2013-09-15,61.5,73.0,54.0,6.9,0.0
2013-12-01,13326,13.558320826454548,1,Sunday,12,2013-12-01,41.1,48.9,25.0,3.2,0.0
2013-08-10,37201,20.443239877064237,10,Saturday,8,2013-08-10,78.3,89.1,72.0,8.9,0.04
2013-12-15,7462,15.226145805414095,15,Sunday,12,2013-12-15,33.7,39.0,24.1,14.2,1.21
2013-12-10,12850,11.553900129701685,10,Tuesday,12,2013-12-10,36.0,39.0,32.0,8.5,0.07
2013-08-13,22437,15.649830636894416,13,Tuesday,8,2013-08-13,74.0,82.0,70.0,5.3,0.01
2013-07-28,23508,17.543573109863306,28,Sunday,7,2013-07-28,74.8,84.0,71.1,7.6,0.0
2013-12-18,14924,11.485891852050385,18,Wednesday,12,2013-12-18,28.6,37.0,24.1,9.4,0.16
2013-10-10,31171,12.400746420283811,10,Thursday,10,2013-10-10,59.1,66.0,54.0,13.2,0.0
2013-10-28,31498,12.784571507185644,28,Monday,10,2013-10-28,53.0,61.0,44.1,7.7,0.0
2013-12-06,10736,11.621933991554888,6,Friday,12,2013-12-06,50.5,57.9,42.8,7.1,0.05
2013-11-26,14999,13.040990510478476,26,Tuesday,11,2013-11-26,36.0,39.9,24.1,7.0,0.0
2013-08-07,34396,14.686894793968293,7,Wednesday,8,2013-08-07,74.4,82.0,66.9,9.5,0.0
2013-09-04,36798,15.071607152562642,4,Wednesday,9,2013-09-04,73.3,82.0,66.0,10.4,0.09
2013-08-20,35843,14.97470914822978,20,Tuesday,8,2013-08-20,77.5,89.1,68.0,4.5,0.0
2013-12-04,28199,12.26993628615672,4,Wednesday,12,2013-12-04,43.8,53.1,37.9,4.3,0.0
2013-11-14,27040,13.027827292899406,14,Thursday,11,2013-11-14,41.0,53.1,30.0,11.6,0.0
2013-07-01,16650,16.30998798798799,1,Monday,7,2013-07-01,74.8,78.1,73.4,7.8,0.0
2013-11-07,25719,11.869835530152804,7,Thursday,11,2013-11-07,58.3,63.0,46.9,9.2,0.0
2013-08-15,37386,15.298375060182956,15,Thursday,8,2013-08-15,69.8,78.1,62.1,8.2,0.0
2013-08-25,31755,19.06320369495617,25,Sunday,8,2013-08-25,73.8,82.9,64.0,4.8,0.0
2013-11-11,27295,12.653236856567135,11,Monday,11,2013-11-11,48.6,60.1,44.1,13.6,0.0
2013-08-31,25381,17.858579252196527,31,Saturday,8,2013-08-31,78.5,86.0,69.1,8.8,0.0
2013-11-22,25448,12.094384627475636,22,Friday,11,2013-11-22,52.4,57.0,36.0,6.4,0.0
2013-12-22,15063,15.070312465423,22,Sunday,12,2013-12-22,58.4,69.1,50.0,9.0,0.01
2013-09-16,31287,13.80418065011027,16,Monday,9,2013-09-16,65.8,73.0,54.0,6.9,0.0
2013-11-28,5204,13.905294004611838,28,Thursday,11,2013-11-28,34.1,39.2,30.9,17.9,0.3
2013-08-27,34208,15.067807725288436,27,Tuesday,8,2013-08-27,78.3,86.0,70.0,10.6,0.01
2013-07-26,34534,15.667923881778346,26,Friday,7,2013-07-26,71.5,84.0,64.0,8.6,0.02
2013-07-24,35271,15.592202753914924,24,Wednesday,7,2013-07-24,79.9,91.0,75.0,7.8,0.31
2013-07-05,21842,18.04044348808107,5,Friday,7,2013-07-05,84.4,93.0,75.9,9.0,0.0
2013-11-18,30615,13.219170885731396,18,Monday,11,2013-11-18,60.3,64.9,48.9,11.4,0.25
2013-11-01,30384,13.633155059680538,1,Friday,11,2013-11-01,65.9,70.0,53.1,12.1,0.05
2013-08-06,37702,16.15920508195851,6,Tuesday,8,2013-08-06,73.9,82.0,64.0,6.3,0.0
2013-10-08,38365,13.77967896085842,8,Tuesday,10,2013-10-08,61.6,77.0,55.9,10.2,0.0
2014-12-10,10399,11.292754110972208,10,Wednesday,12,2014-12-10,38.6,45.0,32.0,14.8,2.26
2014-09-30,35093,15.192419665840294,30,Tuesday,9,2014-09-30,69.0,73.9,64.4,6.2,0.0
2014-01-26,4980,11.96215194109772,26,Sunday,1,2014-01-26,21.9,27.0,18.0,12.7,0.02
2014-06-25,34340,13.13611386138614,25,Wednesday,6,2014-06-25,75.4,84.0,69.1,10.3,0.0
2014-04-30,2867,9.495395884199514,30,Wednesday,4,2014-04-30,44.5,51.1,42.1,14.1,0.55
2014-06-12,29084,12.583449663044975,12,Thursday,6,2014-06-12,63.6,75.9,59.0,9.0,0.01
2014-05-17,29912,17.701291566372472,17,Saturday,5,2014-05-17,62.2,71.1,54.0,9.8,1.58
2014-01-05,2678,13.737303958177746,5,Sunday,1,2014-01-05,29.1,35.6,26.1,4.8,0.0
2014-07-04,13612,15.486074786952688,4,Friday,7,2014-07-04,71.1,89.1,64.9,8.5,0.71
2014-06-04,36068,13.843021977006396,4,Wednesday,6,2014-06-04,69.5,84.9,62.1,6.8,0.06
2014-12-08,15557,11.212750958839536,8,Monday,12,2014-12-08,29.8,34.0,24.8,13.7,0.03
2014-09-18,37381,15.109120052076369,18,Thursday,9,2014-09-18,67.6,75.0,59.0,4.6,0.0
2014-06-23,32580,13.948640781665642,23,Monday,6,2014-06-23,73.2,82.0,64.0,6.2,0.0
2014-07-07,31863,14.02582933182688,7,Monday,7,2014-07-07,81.3,91.9,69.1,11.4,0.0
2014-07-08,32713,13.311302336481925,8,Tuesday,7,2014-07-08,83.8,93.0,72.0,10.7,0.18
2014-05-15,26057,12.978048764887232,15,Thursday,5,2014-05-15,60.7,75.0,51.1,8.5,0.14
2014-06-09,18611,12.932912435298126,9,Monday,6,2014-06-09,68.0,84.9,62.1,7.0,0.45
2014-11-27,3945,11.856244190959018,27,Thursday,11,2014-11-27,36.5,51.1,34.0,11.3,1.07
2014-03-29,4480,11.0665662202381,29,Saturday,3,2014-03-29,48.3,60.1,37.9,6.7,0.03
2014-02-26,11188,11.072612024788464,26,Wednesday,2,2014-02-26,28.0,33.1,24.1,9.2,0.0
2014-10-15,28743,13.511033990884735,15,Wednesday,10,2014-10-15,71.9,78.1,64.0,12.9,0.0
2014-10-06,31742,13.726223405372483,6,Monday,10,2014-10-06,59.2,71.1,46.9,8.5,0.0
2014-11-23,15669,14.317903716467756,23,Sunday,11,2014-11-23,46.9,55.0,28.9,7.9,0.0
2014-12-04,21335,11.880248418092334,4,Thursday,12,2014-12-04,42.0,46.9,37.9,11.3,0.09
2014-07-18,36105,14.457257997507272,18,Friday,7,2014-07-18,74.6,82.9,68.0,6.1,0.0
2014-05-12,31644,14.389985463278975,12,Monday,5,2014-05-12,73.2,82.0,62.1,4.4,0.02
2014-01-19,9028,13.605822625904592,19,Sunday,1,2014-01-19,29.8,39.0,25.0,12.1,0.15
2014-08-07,36362,13.85248473681316,7,Thursday,8,2014-08-07,75.2,84.0,66.9,8.1,0.0
2014-06-01,31333,18.015508143703656,1,Sunday,6,2014-06-01,65.1,77.0,57.0,6.0,0.01
2014-08-18,34339,14.094628556451848,18,Monday,8,2014-08-18,72.6,82.9,64.0,8.8,0.01
2014-10-12,23394,17.592083440198344,12,Sunday,10,2014-10-12,55.1,62.1,48.9,5.3,0.2
2014-04-22,27259,12.705970505154257,22,Tuesday,4,2014-04-22,56.4,66.0,41.0,7.7,0.0
2014-11-01,6002,11.192083194490726,1,Saturday,11,2014-11-01,48.1,55.0,45.0,15.1,0.05
2014-04-15,10523,10.554770502708354,15,Tuesday,4,2014-04-15,56.9,61.0,44.6,13.7,0.1
2014-01-06,9510,12.805073606729758,6,Monday,1,2014-01-06,44.7,53.1,25.0,11.2,0.17
2014-09-13,17293,15.20722643073305,13,Saturday,9,2014-09-13,65.1,71.1,60.8,10.5,0.0
2014-06-03,29501,13.369560918838909,3,Tuesday,6,2014-06-03,75.7,84.9,61.0,7.4,0.0
2014-12-19,17200,11.366994186046506,19,Friday,12,2014-12-19,36.8,43.0,33.1,13.5,0.0
2014-01-09,13354,10.864896909789827,9,Thursday,1,2014-01-09,25.7,33.1,9.0,7.0,0.0
2014-09-01,23575,19.54563308589608,1,Monday,9,2014-09-01,80.3,91.9,73.0,5.6,0.79
2014-03-16,9851,12.279863296450449,16,Sunday,3,2014-03-16,37.7,57.9,30.0,14.2,0.0
2014-08-20,35532,14.048568426582612,20,Wednesday,8,2014-08-20,75.4,84.0,64.9,6.2,0.0
2014-04-20,18464,16.7138007293472,20,Sunday,4,2014-04-20,51.6,64.9,42.1,9.2,0.0
2014-06-29,27986,17.305518235308135,29,Sunday,6,2014-06-29,74.9,87.1,69.1,7.5,0.0
2014-04-29,18404,11.008666594218653,29,Tuesday,4,2014-04-29,49.9,64.0,44.1,13.4,0.0
2014-03-28,18425,12.244414292175485,28,Friday,3,2014-03-28,44.9,60.1,23.0,8.1,0.0
2014-07-13,24869,15.259172061602802,13,Sunday,7,2014-07-13,75.3,86.0,71.1,10.1,0.0
2014-11-19,16694,13.006334611237572,19,Wednesday,11,2014-11-19,26.7,46.0,21.9,12.9,0.0
2014-12-27,10247,16.139143163852832,27,Saturday,12,2014-12-27,47.4,55.0,39.9,4.6,0.0
2014-09-24,35481,14.156379940437605,24,Wednesday,9,2014-09-24,65.0,73.0,54.0,8.1,0.0
2014-11-03,26757,13.746447035666677,3,Monday,11,2014-11-03,48.1,62.1,41.0,13.6,0.0
2014-10-08,33607,16.68394828458357,8,Wednesday,10,2014-10-08,67.6,73.0,64.0,13.5,0.06
2014-07-20,30296,17.056757767802132,20,Sunday,7,2014-07-20,71.2,77.0,66.9,9.1,0.0
2014-08-27,33721,13.675883475183614,27,Wednesday,8,2014-08-27,79.0,89.1,71.1,7.0,0.0
2014-10-25,24952,16.5570815966656,25,Saturday,10,2014-10-25,58.7,68.0,51.1,8.3,0.0
2014-01-01,6059,15.377444022666005,1,Wednesday,1,2014-01-01,28.9,33.1,21.0,9.4,0.0
2014-07-10,36288,13.710673868312757,10,Thursday,7,2014-07-10,76.3,88.0,70.0,5.5,0.0
2014-02-08,5986,17.37770353045997,8,Saturday,2,2014-02-08,26.8,33.1,21.9,8.0,0.0
2014-11-20,20611,12.01312325133828,20,Thursday,11,2014-11-20,38.1,46.0,21.9,11.2,0.0
2014-02-22,13044,16.471369978534188,22,Saturday,2,2014-02-22,45.5,55.0,34.0,9.4,0.11
2014-12-26,9895,14.202627589691764,26,Friday,12,2014-12-26,45.3,63.0,39.9,9.4,0.07
2018-02-20,44480,17.40954024280575,20,Tuesday,2,2018-02-20,53.9,70.0,33.1,6.9,0.03
2018-03-02,6855,13.452285436421102,2,Friday,3,2018-03-02,41.9,57.9,35.6,19.1,1.47
2018-04-26,66077,16.63759326240598,26,Thursday,4,2018-04-26,59.6,70.0,50.0,9.9,0.29
2018-03-29,39293,16.089561754001988,29,Thursday,3,2018-03-29,49.6,53.1,39.0,5.2,0.03
2018-05-10,67455,16.107224816544363,10,Thursday,5,2018-05-10,59.4,73.9,54.0,6.5,0.0
2018-05-30,72321,16.616023238985452,30,Wednesday,5,2018-05-30,69.0,87.1,63.0,7.8,0.0
2018-03-08,28440,11.289906235349273,8,Thursday,3,2018-03-08,37.4,42.1,34.0,12.7,0.8
2018-02-14,39591,13.461018918441058,14,Wednesday,2,2018-02-14,40.5,54.0,27.0,6.8,0.01
2018-02-08,31564,17.38828834537235,8,Thursday,2,2018-02-08,32.8,46.9,26.1,12.9,0.85
2018-05-29,69090,17.065852511217244,29,Tuesday,5,2018-05-29,72.8,87.1,55.9,6.0,0.0
2018-05-07,68917,17.65035283988953,7,Monday,5,2018-05-07,62.1,75.0,54.0,5.6,0.0
2018-03-03,28364,16.372609646030178,3,Saturday,3,2018-03-03,40.6,46.9,36.0,20.1,0.71
2018-01-01,5500,20.7718,1,Monday,1,2018-01-01,12.6,21.9,8.1,15.1,0.0
2018-02-09,31567,11.61065036272056,9,Friday,2,2018-02-09,30.8,36.0,26.1,8.2,0.0
2018-02-17,17921,15.17622807507022,17,Saturday,2,2018-02-17,36.0,59.0,30.0,11.3,0.05
2018-04-18,51110,13.195589251940255,18,Wednesday,4,2018-04-18,44.7,55.0,39.0,11.6,0.0
2018-03-24,34398,20.730486268581508,24,Saturday,3,2018-03-24,43.3,51.1,37.0,10.2,0.0
2018-01-26,33073,11.978674447434466,26,Friday,1,2018-01-26,32.0,39.0,24.1,6.6,0.0
2018-03-04,25262,13.329999604148526,4,Sunday,3,2018-03-04,41.9,46.9,37.9,16.6,0.0
2018-04-22,54284,21.240274298135738,22,Sunday,4,2018-04-22,55.2,64.9,41.0,8.1,0.0
2018-03-27,41354,12.178721526333613,27,Tuesday,3,2018-03-27,39.4,50.0,34.0,5.8,0.0
2018-03-31,41794,26.8943500661977,31,Saturday,3,2018-03-31,47.1,60.1,39.9,10.7,0.04
2018-03-18,25158,14.37547499801256,18,Sunday,3,2018-03-18,37.4,48.0,28.9,11.6,0.0
2018-04-08,28410,14.941405021705975,8,Sunday,4,2018-04-08,38.9,48.9,33.1,12.2,0.0
2018-04-13,63510,24.079607935758144,13,Friday,4,2018-04-13,65.4,82.0,46.0,11.1,0.0
2018-01-25,31147,11.391361928917709,25,Thursday,1,2018-01-25,29.5,45.0,24.1,14.6,0.0
2018-01-28,20101,21.784186524716848,28,Sunday,1,2018-01-28,50.3,57.0,35.1,6.4,0.19
2018-03-23,38528,13.43364176702658,23,Friday,3,2018-03-23,42.7,51.1,33.1,11.0,0.01
2013-11-25,19116,11.017526330473602,25,Monday,11,2013-11-25,27.9,35.1,24.1,11.9,0.0
2013-12-20,22066,14.084528233481375,20,Friday,12,2013-12-20,45.2,52.0,30.9,5.4,0.0
2013-07-31,37261,15.392547167279458,31,Wednesday,7,2013-07-31,76.1,82.0,70.0,6.2,0.0
2013-11-20,26229,11.41348634463126,20,Wednesday,11,2013-11-20,38.0,51.1,32.0,9.0,0.0
2013-09-12,31252,13.67864350014932,12,Thursday,9,2013-09-12,80.6,88.0,71.1,8.4,0.0
2013-11-10,19712,13.913954274891772,10,Sunday,11,2013-11-10,50.1,60.1,39.9,11.0,0.0
2013-12-21,17940,14.476455778520998,21,Saturday,12,2013-12-21,53.6,60.1,37.9,6.6,0.0
2013-08-12,31457,15.305080480232276,12,Monday,8,2013-08-12,74.8,82.0,66.9,5.5,0.09
2013-08-22,26629,14.405246786085346,22,Thursday,8,2013-08-22,77.5,90.0,73.0,5.8,0.0
2013-12-29,3775,12.156847682119206,29,Sunday,12,2013-12-29,45.2,55.0,36.0,7.1,0.0
2013-10-27,23965,14.660169691911811,27,Sunday,10,2013-10-27,53.0,59.0,43.0,10.3,0.0
2013-11-30,9863,13.679970597181384,30,Saturday,11,2013-11-30,31.3,39.0,25.0,7.2,0.0
2013-12-26,9763,11.935071187135105,26,Thursday,12,2013-12-26,31.7,36.0,19.0,6.2,0.0
2013-10-25,30979,12.511262468123563,25,Friday,10,2013-10-25,47.4,55.0,42.1,13.0,0.0
2013-07-02,22745,15.968826115629808,2,Tuesday,7,2013-07-02,76.1,82.9,73.0,8.0,0.73
2013-09-22,29758,16.50093868315523,22,Sunday,9,2013-09-22,66.3,75.9,61.0,12.9,0.98
2013-09-01,25235,18.374891354600106,1,Sunday,9,2013-09-01,79.6,86.0,73.0,8.0,0.0
2013-08-21,36315,15.094893294781771,21,Wednesday,8,2013-08-21,81.1,90.0,70.0,4.5,0.0
2013-11-08,28686,12.609130470148044,8,Friday,11,2013-11-08,46.0,63.0,41.0,14.2,0.08
2013-07-06,20467,19.326261787267295,6,Saturday,7,2013-07-06,87.0,95.0,77.0,9.3,0.0
2013-10-24,32251,12.11527549533348,24,Thursday,10,2013-10-24,48.4,55.0,43.0,11.8,0.0
2013-08-03,29540,18.492146806589936,3,Saturday,8,2013-08-03,76.4,86.0,70.0,8.1,0.0
2013-09-26,38189,13.785808304311011,26,Thursday,9,2013-09-26,63.9,72.0,55.0,6.2,0.0
2013-10-11,33357,13.342567277233169,11,Friday,10,2013-10-11,63.7,69.1,54.0,16.4,0.0
2013-10-12,32457,16.87697363691448,12,Saturday,10,2013-10-12,65.7,72.0,60.1,15.5,0.0
2013-09-05,35825,14.598231681786467,5,Thursday,9,2013-09-05,74.3,82.0,66.0,9.3,0.0
2013-07-30,37334,15.82817985393118,30,Tuesday,7,2013-07-30,75.9,89.1,70.0,8.7,0.0
2013-11-04,27142,12.367596345147737,4,Monday,11,2013-11-04,39.5,55.9,34.0,10.3,0.0
2013-12-03,27431,12.168702684310936,3,Tuesday,12,2013-12-03,44.0,53.1,37.9,4.0,0.0
2015-01-17,7491,10.954093801450632,17,Saturday,1,2015-01-17,22.3,42.1,17.1,11.8,0.0
2015-07-20,34889,15.001682478718218,20,Monday,7,2015-07-20,89.1,95.0,78.1,7.1,0.0
2015-04-23,22074,14.39543052157893,23,Thursday,4,2015-04-23,47.4,66.9,42.1,13.5,0.1
2015-03-12,17530,12.15231793116562,12,Thursday,3,2015-03-12,45.3,60.1,37.0,16.4,0.02
2015-07-16,42356,16.96934161236503,16,Thursday,7,2015-07-16,72.1,81.0,64.0,8.7,0.01
2015-11-13,38970,14.539436746215038,13,Friday,11,2015-11-13,56.8,60.1,51.1,16.1,0.01
2015-12-13,32001,19.65704092580441,13,Sunday,12,2015-12-13,57.1,66.0,53.1,3.3,0.0
2015-10-30,44518,15.936337361666444,30,Friday,10,2015-10-30,56.8,73.9,51.1,13.4,0.01
2015-09-21,47180,16.602875865479724,21,Monday,9,2015-09-21,65.4,75.9,59.0,11.0,0.0
2015-10-18,23978,16.756904245558427,18,Sunday,10,2015-10-18,44.4,55.0,39.0,11.4,0.0
2015-12-05,26358,21.226578268457395,5,Saturday,12,2015-12-05,47.1,52.0,43.0,4.1,0.0
2015-06-12,35136,14.597696569520338,12,Friday,6,2015-06-12,80.7,91.9,71.1,7.7,0.0
2015-07-03,26928,18.451265102000395,3,Friday,7,2015-07-03,73.5,81.0,66.9,4.8,0.0
2015-03-29,9826,14.182955085148246,29,Sunday,3,2015-03-29,33.5,46.0,27.0,10.3,0.0
2015-05-26,35786,15.203880008942042,26,Tuesday,5,2015-05-26,75.2,86.0,64.9,10.3,0.0
2015-01-25,9379,12.021174965348116,25,Sunday,1,2015-01-25,37.6,42.1,32.0,12.8,0.07
